{'ip': '220.250.31.117', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '112.64.26.194', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '112.65.94.21', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '112.64.29.196', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '112.65.254.167', 'other': 'REFUSED', 'type': '4'}
{'ip': '112.65.26.11', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '112.65.26.123', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '112.64.158.107', 'other': 'REFUSED', 'type': '4'}
{'ip': '112.64.51.213', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '112.64.181.58', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '112.64.158.95', 'other': 'REFUSED', 'type': '4'}
{'ip': '112.65.240.228', 'other': 'REFUSED', 'type': '4'}
{'ip': '112.64.126.34', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '112.65.65.37', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '112.64.94.109', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '112.64.4.243', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '112.65.161.186', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '112.65.139.222', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '112.64.51.43', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '112.64.67.67', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '112.64.91.80', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '112.64.161.202', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '112.64.90.111', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '112.65.241.56', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '210.13.108.46', 'other': 'NOERROR', 'type': '1'}
